FCL Item code,FCL Title,Group,Scientific Name,Common Name,Definition
0238,Cake of Soybeans,11 - FODDER CROPS AND PRODUCTS,,,"Oilcake and other solid residues (except dregs), whether or not ground, or in the form of pellets, resulting from the extraction of fats or oils."
0239,Soya Sauce,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,A fermented soya product from defatted soybeans and wheat or other cereals that is filtered and pasteurized.
0240,Soya Paste,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,"A fermented, salty condiment. Soya paste can be produced through brine fermentation of low- moisture soya curd."
0241,Soya Curd,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,Obtained by precipitating proteins from soya milk and removing the fluid. Can be fermented or non-fermented.
0242,"Groundnuts, in shell",6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Arachis hypogaea,,"For trade data, groundnuts in shell are converted at 70% and reported on a shelled basis."
0243,"Groundnuts, Shelled",6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,Used as direct food and for extracting oil.
0244,Oil of Groundnuts,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained by pressure or solvent extraction. Used mainly for food.
0245,Cake of Groundnuts,11 - FODDER CROPS AND PRODUCTS,,,Residue from oil extraction.
0246,Prepared Groundnuts,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,"Roasted, salted, flavoured, etc"
0247,Peanut Butter,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,"Obtained by grinding roasted peanuts. In addition to fat, at 40-46%, peanut butter contains all other components of the nuts."
0249,Coconuts,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Cocos nucifera,Husked coconut,"In shell, covered by the endocarp, while exocarp (the smooth outer skin) and mesocarp (the fibrous covering) are removed. Immature nuts contain a milky juice that is consumed as a refreshing drink. Mature nuts are consumed as such, or processed for copra or desiccated coconut. The flesh, from which copra/oil is extracted, constitutes 40-70% of the weight of the husked coconut. The oil content is about 36% of the flesh."
0250,"Coconuts, Desiccated",6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,"Dried, shredded flesh of coconut processed for human consumption. It retains most of the oil and proteins of the fresh nut and is mainly used in confectionery and baking."
0251,Copra,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,The dried flesh of coconut from which the oil is extracted.
0252,Oil of Coconuts,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained by pressure from copra and by solvent from the residues of pressure extraction. Has both food and industrial uses.
0253,Cake of Copra,11 - FODDER CROPS AND PRODUCTS,,,Residue from oil extraction.
0254,[Oil palm fruit],6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Elaeis guineensis,,"The oil palm produces bunches containing a large number of fruits with the fleshy mesocarp enclosing a kernel that is covered by a very hard shell. FAO considers palm oil (coming from the pulp) and palm kernels to be primary products. The oil extraction rate from a bunch varies from 17 to 27% for palm oil, and from 4 to 10% for palm kernels."
0256,Palm kernels,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,Seeds of the oil palm. Babassu kernels (Orbignya speciosa) are often reported as palm kernels.
0257,Oil of palm,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,"Obtained from the mesocarp of the fruit of the oil palm by pressure, and also by solvent from the residues of the pressure extraction."
0258,Oil of Palm Kernel,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained from the kernel of the nut of the fruits of the oil palm by pressure in two or three stages at different temperatures. Including oil of babassu kernels.
0259,Cake of Palm Kernel,11 - FODDER CROPS AND PRODUCTS,,,Residue from oil extraction.
0260,Olives,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Olea europaea,,Includes table olives and olives for oil.
0261,"Oil of Olives, Virgin",14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained from olives by mechanical or other physical means. Olive oil is the only vegetable oil that can be consumed without refining.
0262,"Olives, Preserved",6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,"Treated with SO2, brine, water, or otherwise prepared or preserved."
0263,Karite Nuts (Sheanuts),6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Butyrospermum parkii,,Production data refer only to the nut contained in the fruit although the pulp around the nut is also edible.
0264,Butter of Karite Nuts,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,A very important vegetable oil in West Africa. Used as a substitute for cocoa butter and in cosmetics.
0265,Castor Beans,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Ricinus communis,,"Valued mainly for their oil, which is used in pharmaceutical products. Ground seedcakes are used as fertilizers (castor oil pomace)."
0266,Oil of Castor Beans,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,"Obtained by pressure or by solvent. Uses include mainly industrial ones, in pharmaceuticals and cosmetics."
0267,Sunflower seed,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Helianthus annuus,,Valued mainly for its oil. Minor uses include as a human food and as feed for birds.
0268,Oil of Sunflower Seed,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained by pressure extraction. Mainly for food use.
0269,Cake of Sunflower Seed,11 - FODDER CROPS AND PRODUCTS,,,"Residue from oil extraction. The cake is used for feed if it is from decorticated seeds, or for fertilizer if it comes from undecorticated seeds."
0270,Rapeseed or colza seed,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Brassica napus var. oleifera,,"Valued mainly for its oil. Older varieties are rich in Erucic acid, which is considered unhealthy."
0271,Oil of Rapeseed or Canola oil,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained by pressure extraction for food use. Oil recovered with solvent from the residues of the pressure extraction is used for industrial purposes. Canola oil is produced from new varieties of rapeseed.
0272,Cake of Rapeseed,11 - FODDER CROPS AND PRODUCTS,,,Residue from oil extraction.
0273,Olive Residues,11 - FODDER CROPS AND PRODUCTS,,,"Residues make up about 40% of the olives crushed for oil, but account for about 5% of the oil."
0274,Oil of Olive Residues,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Oil extracted from olive residues with solvents.
0275,Tung Nuts,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,"Aleurites cordata 
Aleurites fordii",,Valued mainly for their oil.
0276,Oil of Tung Nuts,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained by pressure and used exclusively for industrial purposes. The resulting cake contains a toxic protein and thus cannot be used for feed.
0277,Jojoba Seeds,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Simmondsia californica or S. chinensis,,From the shrub or small tree of the Buxaceae family.
0278,Jojoba Oil,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,"Obtained by cold pressure. Its peculiar chemical properties make it the only vegetable oil in nature having the same characteristics as spermaceti. Below 15ËC it solidifies and assumes the characteristics of wax. It is used as a lubricant, in cosmetics and in pharmaceuticals, and is considered a product with good growth prospects."
0280,Safflower seed,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Carthamus tinctorius,,Valued mainly for its oil. Minor uses include as a human food and as poultry feed.
0281,Oil of Safflower Seed,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained either by pressure or by solvent. Has both food and industrial uses.
0282,Cake of Safflower Seed,11 - FODDER CROPS AND PRODUCTS,,,Residue from oil extraction.
0289,Sesame seed,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Sesamum indicum,,"Valued for its oil, but also as a food, either raw or roasted, as well as in bakery products and other food preparations."
0290,Oil of Sesame Seed,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained by pressure extraction in two or three stages at different temperatures. Sometimes the oil is also extracted by solvent from the residue of the pressure extraction. Used mainly for food.
0291,Cake of Sesame Seed,11 - FODDER CROPS AND PRODUCTS,,,Residue from oil extraction.
0292,Mustard seed,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,"Brassica alba; Brassica hirta; Sinapis alba
Brassica nigra; Sinapis nigra","white mustard 
black mustard","In addition to the oil extracted from them, white mustard seeds, may be processed into flour for food use. Black mustard seeds also yield oil and are processed into flour that is used mainly in pharmaceutical products."
0293,Oil of Mustard Seed,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained by dry pressure extraction. Has both food and industrial uses.
0294,Cake of Mustard Seed,11 - FODDER CROPS AND PRODUCTS,,,Residue from oil extraction.
0295,Flour of Mustard Seed,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,"Includes flour, meal and prepared mustard."
0296,Poppy seed,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Papaver somniferum,,"The source of opium, poppy seeds are also used in baking and confectionery."
0297,Oil of Poppy Seed,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained by pressure extraction. Has both food and industrial uses.
0298,Cake of Poppy Seed,11 - FODDER CROPS AND PRODUCTS,,,Residue from oil extraction.
0299,Melonseed,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Cucumis melo,,Includes seeds of other Cucurbitaceae.
0305,Tallowtree Seeds,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,"Shorea aptera; Shorea stenocarpa 
Sapium sebiferum; Stillingia sebifera","Borneo tallow tree 
Chinese tallow tree",Grown wild and cultivated. FAO considers vegetable tallow (0306) and stillingia oil (0307) to be primary products.
0306,Vegetable tallow,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,"Obtained by pressure extraction or by solvent from the kernels of the fruit of the Borneo tallow tree and from the outer coating that surrounds the seeds of the fruit of the Chinese tallow tree. Used as a substitute for cocoa butter. Also used in soap, candles, medicines and cosmetics."
0307,Stillingia oil,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained by solvent from the seeds of Stillingia sebifera. Used as a drying agent in paints and varnishes.
0310,Kapok fruit,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Ceiba pentandra,,"The fruit of kapok contains fibre (see Group 9) and seeds (see 0311), which FAO treats as primary crops."
0311,Kapokseed in shell,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,The soft shell is approximately 40-50% of the total weight of the nut.
0312,"Kapokseed, shelled",6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,Used for extracting oil.
0313,Oil of Kapok,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained from shelled seeds by pressure. Used for food and soap.
0314,Cake of Kapok,11 - FODDER CROPS AND PRODUCTS,,,Residue from oil extraction.
0328,[Seed Cotton],6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Gossypium spp.,Unginned cotton,"Grown for both seed and for fibre. FAO considers cottonseed, cotton lint and linters to be primary products. Lint content ranges from 30 to 40%, seed 55 to 65%, and linters 2 to 5% though they are not always separated."
0329,Cottonseed,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,Used for extracting oil.
0331,Oil of Cottonseed,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained first by pressure extraction from the kernels of cotton seeds. The residue from this process is then exposed to a solvent. Used mainly as a food.
0332,Cake of Cottonseed,11 - FODDER CROPS AND PRODUCTS,,,Residue from oil extraction.
0333,Linseed,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Linum usitatissimum,Flaxseed,An annual herbaceous that is cultivated for its fibre as well as its oil.
0334,Oil of Linseed,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained by pressure extraction. Used mainly in non-food items.
0335,Cake of Linseed,11 - FODDER CROPS AND PRODUCTS,,,Residue from oil extraction.
0336,Hempseed,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,Cannabis sativa,,An annual herbaceous that is cultivated for its fibre as well as its oil. In major producing countries oil is extracted from the seeds.
0337,Oil of Hempseed,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,Obtained either by pressure extraction or by solvent. Used mainly in non-food items.
0338,Cake of Hempseed,11 - FODDER CROPS AND PRODUCTS,,,Residue from oil extraction.
0339,Oilseeds nes,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,"Including among all: 
Fagus sylvatica 
Aleurites moluccana 
Carapa guineensis 
Croton tiglium 
Bassia latifolia 
Guizotia abyssinica 
Licania rigida 
Perilla frutescens 
Jatropha curcas 
Shorea robusta 
Pongamia glabra 
Astrocaryum spp.","
beech nut 
candlenut 
carapa seed 
croton seed 
illipe seed 
niger seed 
oiticica seed 
perilla seed 
physic nut 
sal tree seed 
pongam seed 
tukuma kernel","Other oilseeds, oleaginous fruits and nuts that are not identified separately because of their minor relevance at the international level. Because of their limited local importance, some countries report commodities under this heading that are classified individually by FAO. Also included under this code are tea seeds, grape pips and tomato seeds from which oil is extracted."
0340,Oil of Vegetable Origin nes,14 - VEGETABLE AND ANIMAL OILS AND FATS,,,"Includes, inter alia, myrtle wax and Japan wax."
0341,Cake of Oilseeds nes,11 - FODDER CROPS AND PRODUCTS,,,Residue from oil extraction.
0343,Flour of Oilseeds,6 - OIL-BEARING CROPS AND DERIVED PRODUCTS,,,"Flours and meals of oilseeds and oleaginous fruits (excluding mustard), non defatted or partially defatted."
0358,Cabbages,7 - VEGETABLES AND DERIVED PRODUCTS,"Brassica chinensis 
Brassica oleracea all var. except botrytis","Chinese, mustard cabbage, pak-choi 
white, red, savoy cabbage, Brussels sprouts, collards, kale and kohlrabi",No definition available.
0366,Artichokes,7 - VEGETABLES AND DERIVED PRODUCTS,Cynara scolymus,,No definition available.
0367,Asparagus,7 - VEGETABLES AND DERIVED PRODUCTS,Asparagus officinalis,,No definition available.
0372,Lettuce and chicory,7 - VEGETABLES AND DERIVED PRODUCTS,"Lactuca sativa 
Cichorium intybus var. foliosum 
Cichorium endivia var. crispa 
Cichorium endivia var. latifolia","
witloof chicory 
endive 
escarole chicory",No definition available.
0373,Spinach,7 - VEGETABLES AND DERIVED PRODUCTS,Spinacia oleracea,,Trade figures may include New Zealand spinach (Tetragonia espansa) and orache (garden) spinach (Atriplex hortensis).
0378,Cassava leaves,7 - VEGETABLES AND DERIVED PRODUCTS,"Manihot esculenta 
Manihot utilissima",,Young cassava leaves are eaten in some areas of Africa as a vegetable.
0388,"Tomatoes, fresh",7 - VEGETABLES AND DERIVED PRODUCTS,Lycopersicon esculentum,,No definition available.
0390,Juice of Tomatoes,7 - VEGETABLES AND DERIVED PRODUCTS,,,"Juice is obtained by treating tomatoes with cold or hot water or with steam. The juice then undergoes various processes, such as clarification, homogenization, sterilization, etc."
0391,Paste of Tomatoes,7 - VEGETABLES AND DERIVED PRODUCTS,,,"Tomatoes prepared or preserved o/t by vinegar, in the form of paste, pure or concentrate. Includes juice of dry weight content of 7% or more."
0392,"Tomatoes, Peeled (O/T vinegar)",7 - VEGETABLES AND DERIVED PRODUCTS,,,Prepared or preserved o/t by vinegar; either whole or in pieces.
0393,Cauliflowers and broccoli,7 - VEGETABLES AND DERIVED PRODUCTS,"Brassica oleracea var. botrytis, subvariety cauliflora and cymosa",,Includes headed broccoli.
0394,"Pumpkins, squash and gourds",7 - VEGETABLES AND DERIVED PRODUCTS,Cucurbita spp.,,Includes marrows.
0397,Cucumbers and gherkins,7 - VEGETABLES AND DERIVED PRODUCTS,Cucumis sativus,,No definition available.
0399,Eggplants,7 - VEGETABLES AND DERIVED PRODUCTS,Solanum melongena,,Also called aubergines.
0401,Chillies and peppers (green),7 - VEGETABLES AND DERIVED PRODUCTS,"Capsicum annuum 
Capsicum fructescens 
Pimenta officinalis",,"Production data exclude crops cultivated explicitly as spices. In contrast, trade data include these crops, provided they are fresh, uncrushed and unground."
0402,"Onions, shallots (green)",7 - VEGETABLES AND DERIVED PRODUCTS,"Allium ascalonicum
Allium cepa
Allium fistulosum","shallots
onions
welsh onions",Young onions pulled before the bulb has enlarged; used especially in salads. Includes onion sets.
0403,"Onions, dry",7 - VEGETABLES AND DERIVED PRODUCTS,Allium cepa,,"Includes onions at a mature stage, but not dehydrated onions."
0406,Garlic,7 - VEGETABLES AND DERIVED PRODUCTS,Allium sativum,,No definition available.
0407,Leeks and other alliaceous vegetables,7 - VEGETABLES AND DERIVED PRODUCTS,"Allium porrum
Allium schoenoprasum","leeks
chives
","Allium varieties except those of 0402, 0403 and 0406"
0414,"Beans, green",7 - VEGETABLES AND DERIVED PRODUCTS,"Phaseolus spp.
Vigna spp.",,For shelling.
0417,"Peas, green",7 - VEGETABLES AND DERIVED PRODUCTS,Pisum sativum,,"Mostly for shelling, but including edible- podded peas or sugar peas."
0420,"Broad Beans, Green",7 - VEGETABLES AND DERIVED PRODUCTS,Vicia faba,,For shelling.
0423,String Beans,7 - VEGETABLES AND DERIVED PRODUCTS,Phaseolus vulgaris,,Not for shelling
0426,Carrot,7 - VEGETABLES AND DERIVED PRODUCTS,Daucus carota,,Trade data may include turnips (Brassica rapa var. rapifera).
0430,Okra,7 - VEGETABLES AND DERIVED PRODUCTS,"Abelmoschus esculentus 
Hibiscus esculentus",,Also called gombo.
0446,Green Corn (Maize),7 - VEGETABLES AND DERIVED PRODUCTS,"Zea mays, particularly var. saccharata",,Maize harvested green for food. Saccharata variety is commonly known as sweet corn.
0447,"Sweet Corn, Frozen",7 - VEGETABLES AND DERIVED PRODUCTS,,,"Either uncooked, or cooked by steaming or boiling in water, and then frozen."
0448,"Sweet Corn, Prepared or Preserved",7 - VEGETABLES AND DERIVED PRODUCTS,,,Prepared or preserved other than by vinegar or acetic acid; not frozen.
0449,Mushrooms,7 - VEGETABLES AND DERIVED PRODUCTS,"Including among all: 
Boletus edulis 
Agaricus campestris 
Morchella spp. 
Tuber magnatum",,Cultivated or spontaneous. Includes truffles.
0450,Dried Mushrooms,7 - VEGETABLES AND DERIVED PRODUCTS,,,"Mushrooms and truffles, whether dried, dehydrated, evaporated or freeze-dried."
0451,Canned Mushrooms,7 - VEGETABLES AND DERIVED PRODUCTS,,,"Mushrooms and truffles, prepared or preserved o/t by vinegar or acetic acid; either whole, in pieces, or homogenized."
0459,Chicory roots,13 - TOBACCO AND RUBBER AND OTHER CROPS,"Cichorium intybus 
Cichorium sativum",,Unroasted chicory roots.
0460,"Vegetable products, fresh or dry nes",13 - TOBACCO AND RUBBER AND OTHER CROPS,,,"Fruit stones, kernels and other vegetable products used primarily for human food that are not specified or included elsewhere."
0461,Carobs,13 - TOBACCO AND RUBBER AND OTHER CROPS,Ceratonia siliqua,"Carob-tree, locust bean",Includes also seeds. Mainly used as an animal feed and for industrial purposes. Rich in pectin.
0463,"Vegetables, Fresh n.e.s.",7 - VEGETABLES AND DERIVED PRODUCTS,"Including among all: 
Bambusa spp. 
Beta vulgaris 
Capparis spinosa 
Cynara cardunculus 
Apium graveolens 
Anthriscus cerefolium 
Lepidium sativum 
Foeniculum vulgare 
Cochlearia armoracia 
Majorana hortensis 
Tragopogon porrifolius 
Petroselinum crispum 
Pastinaca sativa 
Raphanus sativu 
Rheum spp. 
Brassica napus 
Satureja hortensis 
Scorzonera hispanica 
Rumex acetosa 
Artemisia dracunculus 
Nasturtium officinale","
bamboo shoots 
beets, chards 
capers 
cardoons 
celery 
chervil 
cress 
fennel 
horseradish 
marjoram, sweet 
oyster plant 
parsley 
parsnips 
radish 
rhubarb 
rutabagas, swedes 
savory 
scorzonera 
sorrel 
soybean sprouts tarragon 
watercress 
","Other vegetables that are not identified separately because of their minor relevance at the international level. Because of their limited local importance, some countries report vegetables under this heading that are classified individually by FAO."
0466,Juice of Vegetables nes,7 - VEGETABLES AND DERIVED PRODUCTS,,,"Juice obtained by pressing, or by treatment with water or with steam, then submitted to various processes. Vegetable juice may contain added salt, spices or flavouring substances."
0469,"Vegetables, Dehydrated",7 - VEGETABLES AND DERIVED PRODUCTS,,,"Vegetables that are dried, dehydrated, evaporated or freeze-dried. Includes dried vegetables that are broken or powdered."
0471,Vegetables in Vinegar,7 - VEGETABLES AND DERIVED PRODUCTS,,,"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved with vinegar or acetic acid, with or without added sugar, salt, spices, etc. Includes pickles."
0472,"Vegetables, Preserved nes (O/T vinegar)",7 - VEGETABLES AND DERIVED PRODUCTS,,,Vegetables prepared or preserved o/t by vinegar and which have not been frozen.
0473,"Vegetables, Frozen",7 - VEGETABLES AND DERIVED PRODUCTS,,,"Vegetables, either uncooked, or cooked by steaming or boiling in water, and then frozen."
0474,"Vegetables, Temporarily Preserved",7 - VEGETABLES AND DERIVED PRODUCTS,,,"Vegetables preserved with SO2, brine, etc., but which are unsuitable for consumption in that state."
0475,"Vegetables, Preserved (Frozen)",7 - VEGETABLES AND DERIVED PRODUCTS,,,"Vegetables that are prepared or preserved o/t by vinegar, and then frozen."
0476,Homogenized Vegetable Preparations,7 - VEGETABLES AND DERIVED PRODUCTS,,,Preparations Vegetables prepared for dietetic and infant food.
0486,Bananas,8 - FRUITS AND DERIVED PRODUCTS,"Musa sapientum 
Musa cavendishii 
Musa nana",,Bananas are normally eaten raw. Trade figures may include dried bananas. Data should be reported excluding the weight of the central stalk.
0489,Plantains,8 - FRUITS AND DERIVED PRODUCTS,Musa paradisiaca,,Generally known as a cooking banana. Data should be reported excluding the weight of the central stalk.
0490,Oranges,8 - FRUITS AND DERIVED PRODUCTS,"Citrus sinensis
Citrus aurantium","common, sweet orange
bitter orange",Bitter oranges are used primarily in the preparation of marmalade.
0491,Juice of Orange,8 - FRUITS AND DERIVED PRODUCTS,,,"Juice is obtained by mechanical extractors, or by pressing, and is then submitted to various processes. Unfermented, it may or may not be frozen. For direct consumption."
0492,"Orange Juice, Concentrated",8 - FRUITS AND DERIVED PRODUCTS,,,"Juice that is obtained by a concentration process in which the water is physically removed from the juice until it has not less than 20% of solids by weight. It is then reconstituted with water before consumption. Unfermented, it may or may not be frozen."
0495,"Tangerines, mandarins, clementines, satsumas",8 - FRUITS AND DERIVED PRODUCTS,"Citrus reticulata 
Citrus unshiu","mandarin, tangerine 
clementine, satsuma",No definition available.
0496,"Juice of Tangerine, Mandarin and Clementin",8 - FRUITS AND DERIVED PRODUCTS,,,See 0491.
0497,Lemons and limes,8 - FRUITS AND DERIVED PRODUCTS,"Citrus limon 
Citrus aurantifolia 
Citrus limetta","lemon 
sour lime 
sweet lime",No definition available.
0498,Juice of Lemon,8 - FRUITS AND DERIVED PRODUCTS,,,See 0491.
0499,"Lemon Juice, Concentrated",8 - FRUITS AND DERIVED PRODUCTS,,,See 0492.
0507,Grapefruit and pomelo,8 - FRUITS AND DERIVED PRODUCTS,"Citrus maxima 
Citrus grandis 
Citrus paradisi",,No definition available.
0509,Juice of Grapefruit,8 - FRUITS AND DERIVED PRODUCTS,,,See 0491.
0510,"Grapefruit Juice, Concentrated",8 - FRUITS AND DERIVED PRODUCTS,,,See 0492.
0512,Citrus fruit nes,8 - FRUITS AND DERIVED PRODUCTS,"Including among all: 
Citrus bergamia 
Citrus medica var. cedrata 
Citrus myrtifolia 
Fortunella japonica","
bergamot 
citron 
chinotto 
kumquat",Some minor varieties of citrus are used primarily in the preparation of perfumes and soft drinks.
0513,Juice of Citrus Fruit nes,8 - FRUITS AND DERIVED PRODUCTS,"Citrus bergamia 
Citrus medica var. cedrata 
Citrus myrtifolia 
Fortunella japonica","bergamot 
citron 
chinotto 
kumquat",See 0491.
0514,"Citrus Juice, Concentrated nes",8 - FRUITS AND DERIVED PRODUCTS,,,See 0492.
0515,Apples,8 - FRUITS AND DERIVED PRODUCTS,"Malus pumila 
Malus sylvestris 
Malus communis 
Pyrus malus",,No definition available.
0517,"Cider, etc.",15 - BEVERAGES,,,"Fermented beverages nes (e.g. cider, perry, mead), including alcoholic beverages (that are not distilled) made from cereals, roots and fruits, that are not included under other headings, e.g. beer from plantains and ginger."
0518,Apple Juice,8 - FRUITS AND DERIVED PRODUCTS,,,See 0491.
0519,"Apple Juice, Concentrated",8 - FRUITS AND DERIVED PRODUCTS,,,See 0492.
0521,Pears,8 - FRUITS AND DERIVED PRODUCTS,Pyrus communis,,No definition available.
0523,Quinces,8 - FRUITS AND DERIVED PRODUCTS,"Cydonia oblonga 
Cydonia vulgaris 
Cydonia japonica",,No definition available.
0526,Apricots,8 - FRUITS AND DERIVED PRODUCTS,Prunus armeniaca,,No definition available.
0527,"Apricots, Dried",8 - FRUITS AND DERIVED PRODUCTS,,,"Prepared either by direct drying in the sun or by industrial processes. May be marketed as slices or blocks of pulp, either dried or evaporated."
0530,Sour cherries,8 - FRUITS AND DERIVED PRODUCTS,"Prunus cerasus 
Cerasus acida",,No definition available.
0531,Cherries,8 - FRUITS AND DERIVED PRODUCTS,"Prunus avium; Cerasus avium 
var. duracina 
var. juliana","mazzard, sweet cherry 
hard-fleshed cherry 
heart cherry",No definition available.
0534,Peaches and nectarines,8 - FRUITS AND DERIVED PRODUCTS,"Prunus persica 
Amygdalus persica 
Persica laevis",,No definition available.
0536,Plums,8 - FRUITS AND DERIVED PRODUCTS,"Prunus domestica 
Prunus spinosa","greengage, mirabelle, damson 
sloe",No definition available.
0537,"Plums, dried",8 - FRUITS AND DERIVED PRODUCTS,,,See 0527. Known as prunes.
0538,Juice of plum,8 - FRUITS AND DERIVED PRODUCTS,,,See 0491.
0539,"Juice of plum, concentrated",8 - FRUITS AND DERIVED PRODUCTS,,,See 0492.
0541,"Stone fruit, fresh nes",8 - FRUITS AND DERIVED PRODUCTS,,,"Other stone fruit not separately identified. In some countries, apricots, cherries, peaches, nectarines and plums are reported under this general category."
0542,Pome fruit nes,8 - FRUITS AND DERIVED PRODUCTS,,,"Other pome fruit not separately identified. In some countries apples, pears and quinces are reported under this general category."
0544,Strawberries,8 - FRUITS AND DERIVED PRODUCTS,Fragaria spp.,,No definition available.
0547,Raspberries,8 - FRUITS AND DERIVED PRODUCTS,Rubus idaeus,,"Trade data may include blackberries, mulberries and loganberries (a cross between the raspberry and blackberry)."
0549,Gooseberries,8 - FRUITS AND DERIVED PRODUCTS,Ribes grossularia,,"Trade data may sometimes include black, white or red currants."
0550,Currants,8 - FRUITS AND DERIVED PRODUCTS,"Ribes nigrum
Ribes rubrum","black
red and white",Trade data may sometimes include gooseberries.
0552,Blueberries,8 - FRUITS AND DERIVED PRODUCTS,"Vaccinium myrtillus
Vaccinium corymbosum","European blueberry, wild bilberry, whortleberry
American blueberry","Trade data may include cranberries, myrtle berries and other fruits of the genus Vaccinium."
0554,Cranberries,8 - FRUITS AND DERIVED PRODUCTS,"Vaccinium macrocarpon
Vaccinium oxycoccus","American cranberry 
European cranberry","Trade data may include blueberries, myrtle berries and other fruits of the genus Vaccinium."
0558,Berries nes,8 - FRUITS AND DERIVED PRODUCTS,"Including among all: 
Morus nigra 
Morus alba; Morus rubra 
Myrtus communis 
Gaylussacia spp.","
blackberry 
loganberry; white, red mulberry 
myrtle berry 
huckleberry, dangleberry","Other berries not separately identified. In some countries, some or all of the berries listed previously are reported under this general category."
0560,Grapes,8 - FRUITS AND DERIVED PRODUCTS,Vitis vinifera,,Includes both table and wine grapes.
0561,Raisins,8 - FRUITS AND DERIVED PRODUCTS,,,Dried grapes. Includes sultanas and currants.
0562,Juice of Grape,8 - FRUITS AND DERIVED PRODUCTS,,,See 0491. Includes unfermented grape must.
0563,Must of Grape,15 - BEVERAGES,,,"Grape must that has partially fermented, whether or not fermentation has been arrested, as well as unfermented grape must to which alcohol has been added."
0564,Wine,15 - BEVERAGES,,,"Wines of fresh grapes of all qualities, including sparkling, fortified and dessert wines."
0565,"Vermouths, etc.",15 - BEVERAGES,,,Beverages made with wine of fresh grapes and flavoured with aromatic substances.
0566,Marc of Grape,11 - FODDER CROPS AND PRODUCTS,,,Residues from the pressing of grapes. Used also for distilling.
0567,Watermelons,7 - VEGETABLES AND DERIVED PRODUCTS,Citrullus vulgaris,,No definition available.
0568,"Melons, Cantaloupes",7 - VEGETABLES AND DERIVED PRODUCTS,Cucumis melo,,No definition available.
0569,Figs,8 - FRUITS AND DERIVED PRODUCTS,Ficus carica,,No definition available.
0570,"Figs, Dried",8 - FRUITS AND DERIVED PRODUCTS,,,See 0527.
