FCL Item code,FCL Title,Crop category,Source,Category,Categorized,Category (from FAO production definitions),Group,Scientific Name,Common Name,Definition
1422,Mercury compounds etc. excl. amalgams spartana (Trade),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,Quantity and value of trade covering goods described by the Harmonised Coding System (HS) codes 2852. Data refer to quantity of the trade expressed in kilogram of net weight and value of the trade expressed in 1000 USD
1423,Ethylene dichloride (Trade),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,Quantity and value of trade covering goods described by the Harmonised Coding System (HS) codes 2903.15. Data refer to the quantity of trade expressed in kilogram of net weight and value of the trade expressed in 1000 USD
1424,"Ethylene dibromide (1,2-dibromoethane) (Trade)",#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,Quantity and value of trade covering goods described by the Harmonised Coding System (HS) codes 2903.31. Data refer to the quantity of trade expressed in kilogram of net weight and value of the trade expressed in 1000 USD
1425,HCH (mixed isomers) / Lindane (Trade),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,Quantity and value of trade covering goods described by the Harmonised Coding System (HS) codes 2903.51. Data refer to the quantity of trade expressed in kilogram of net weight and value of the trade expressed in 1000 USD
1426,"Aldrin, Chlordane, Heptachlor (Trade)",#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,Quantity and value of trade covering goods described by the Harmonised Coding System (HS) codes 2903.52. Data refer to the quantity of trade expressed in kilogram of net weight and value of trade expressed in 1000 USD
1427,"DDT, Hexachlorobenzene (Trade)",#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,Quantity and value of trade covering goods described by the Harmonised Coding System (HS) codes 2903.62. Data refer to the quantity of trade expressed in kilogram of net weight and value of the trade expressed in 1000 USD
1428,Pentachlorophenol (Trade),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,Quantity and value of trade covering goods described by the Harmonised Coding System (HS) codes 2908.11. Data refer to the quantity of trade expressed in kilogram of net weight and value of the trade expressed in 1000 USD
1429,Salts of Pentachlorophenol (excl 280811),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,Quantity and value of trade covering goods described by the Harmonised Coding System (HS) codes 2908.19. Data refer to the quantity of trade expressed in kilogram of net weight and value of the trade expressed in 1000 USD
1430,Dinoseb and dinoseb salts (Trade),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,Quantity and value of trade covering goods described by the Harmonised Coding System (HS) codes 2908.91. Data refer to the quantity of trade expressed in kilogram of net weight and value of the trade expressed in 1000 USD
1431,DNOC and its salts (excl. 290811-290891) (Trade),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,Quantity and value of trade covering goods described by the Harmonised Coding System (HS) codes 2908.99. Data refer to the quantity of trade expressed in kilogram of net weight and value of the trade expressed in 1000 USD
1432,Oxirane (ethylene oxide) (Trade),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,Quantity and value of trade covering goods described by the Harmonised Coding System (HS) codes 2910.10. Data refer to the quantity of trade expressed in kilogram of net weight and value of the trade expressed in 1000 USD
1433,Dieldrin (Trade),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,Quantity and value of trade covering goods described by the Harmonised Coding System (HS) codes 2910.40. Data refer to the quantity of trade expressed in kilogram of net weight and value of the trade expressed in 1000 USD
1434,Dinoseb acetate (Trade),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,Quantity and value of trade covering goods described by the Harmonised Coding System (HS) codes 2915.36. Data refer to the quantity of trade expressed in kilogram of net weight and value of the trade expressed in 1000 USD
1435,Binapacryl (Trade),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,Quantity and value of trade covering goods described by the Harmonised Coding System (HS) codes 2916.36. Data refer to the quantity of trade expressed in kilogram of net weight and value of the trade expressed in 1000 USD
1436,Chlorobenzilate (Trade),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,Quantity and value of trade covering goods described by the Harmonised Coding System (HS) codes 2918.18. Data refer to the quantity of trade expressed in kilogram of net weight and value of the trade expressed in 1000 USD
1437,"2,4,5-T and its salts and esters (Trade)",#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,Quantity and value of trade covering goods described by the Harmonised Coding System (HS) codes 2918.91. Data refer to the quantity of trade expressed in kilogram of net weight and value of the trade expressed in 1000 USD
1438,Parathion & parathion-methyl (Trade),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,Quantity and value of trade covering goods described by the Harmonised Coding System (HS) codes 2920.11. Data refer to the quantity of trade expressed in kilogram of net weight and value of the trade expressed in 1000 USD
1439,"Fluoroacetamide, monocrotophos & phosphamidon (Trade)",#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,Quantity and value of trade covering goods described by the Harmonised Coding System (HS) codes 2924.12. Data refer to the quantity of trade expressed in kilogram of net weight and value of the trade expressed in 1000 USD
1440,Chlordimeform (Trade),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,Quantity and value of trade covering goods described by the Harmonised Coding System (HS) codes 2925.21. Data refer to the quantity of trade expressed in kilogram of net weight and value of the trade expressed in 1000 USD
1441,Captafol & methamidophos (Trade),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,Quantity and value of trade covering goods described by the Harmonised Coding System (HS) codes 2930.50. Data refer to the quantity of trade expressed in kilogram of net weight and value of the trade expressed in 1000 USD
1442,Hazardous pesticides (Trade),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,"Value of trade covering goods as described by Harmonised Coding System (HS) code 3808.50 Subheading 3808.50 covers only goods of heading 38.08, containing one or more of the following substances: aldrin (ISO); binapacryl (ISO); camphechlor (ISO) (toxaphene); captafol (ISO); chlordane (ISO); chlordimeform (ISO); chlorobenzilate (ISO); DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis(p-chlorophenyl)ethane); dieldrin (ISO, INN); dinoseb (ISO), its salts or its esters; ethylene dibromide (ISO) (1,2-dibromoethane); ethylene dichloride (ISO) (1,2-dichloroethane); fluoroacetamide (ISO); heptachlor (ISO); hexachlorobenzene (ISO); 1,2,3,4,5,6-hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN); mercury compounds; methamidophos (ISO); monocrotophos (ISO); oxirane (ethylene oxide); parathion (ISO); parathion-methyl (ISO) (methyl-parathion); pentachlorophenol (ISO); phosphamidon (ISO); 2,4,5-T (ISO) (2,4,5-trichlorophenoxyacetic acid), its salts or its esters. Data refer to the value of the trade expressed in 1000 USD"
1443,Insecticides (excl. Haz. pest.) (Trade),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,Value of trade covering insecticides as described by the Harmonised Coding System (HS) code 3808.91 Data refer to the value of the trade expressed in 1000 USD
1444,Fungicides (excl. Haz. pest.) (Trade),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,Value of trade covering fungicides as described by the Harmonised Coding System (HS) code 3808.92 Data refer to the value of the trade expressed in 1000 USD
1445,Herbicides (excl. Haz. pest.) (Trade),#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,Value of trade covering herbicides as described by the Harmonised Coding System (HS) code 3808.93. Data refer to the value of the trade expressed in 1000 USD
1446,"Disinfectants, etc (excl. Haz. pest.) (Trade)",#N/A,#N/A,#N/A,#N/A,#N/A,21 - PESTICIDES,,,"Value of trade covering disinfectants and others, as described by the Harmonised Coding System (HS) codes 3808.94,99. Data refer to the value of the trade expressed in 1000 USD"
2455001,Ploughs,#N/A,#N/A,#N/A,#N/A,#N/A,23 - MACHINERY,,,Ploughs are implements designed to lift and turn soil. Data are expressed in numbers in use in the agricultural sector.
2455002,Seeders,#N/A,#N/A,#N/A,#N/A,#N/A,23 - MACHINERY,,,Seeders are implements for sowing seeds or grain evenly in well-spaced rows at specific depths. Data are expressed in numbers in use in the agricultural sector.
2455003,Manure spreaders and Fert. distributors,#N/A,#N/A,#N/A,#N/A,#N/A,23 - MACHINERY,,,Manure spreaders and Fertiliser distributors are implements for spreading solid or liquid manure and distributing powder or granular fertilizers. Data are expressed in numbers in use in the agricultural sector.
2455004,Combine harvesters - threshers,#N/A,#N/A,#N/A,#N/A,#N/A,23 - MACHINERY,,,Combine harvesters - threshers are self-propelled machines that collect and thresh in one operation. Data are expressed in numbers in use in the agricultural sector.
2455005,Balers,#N/A,#N/A,#N/A,#N/A,#N/A,23 - MACHINERY,,,"Balers (including pickup balers) are machines that collect grass, hay or straw after it has been cut. They form a round or square bale by compressing the material or tying it with twine wire, or a plastic wrap. Data are expressed in numbers in use in the agricultural sector."
2455006,Root or tuber harvesting machines,#N/A,#N/A,#N/A,#N/A,#N/A,23 - MACHINERY,,,Root or tuber harvesting machines are implements used to harvest root and tubers. Data are expressed in numbers in use in the agricultural sector.
2455007,"Threshing machines(staking,forage harv.)",#N/A,#N/A,#N/A,#N/A,#N/A,23 - MACHINERY,,,"Threshing machines (staking, forage harvesting) are machines that separate grain from straw. Data are expressed in numbers in use in the agricultural sector."
2455008,Milking machines,#N/A,#N/A,#N/A,#N/A,#N/A,23 - MACHINERY,,,"Milking machines are used for milking cows, sheep, goats, etc. Data are expressed in numbers in use in the agricultural sector."
2455009,"Agricultural tractors, total",#N/A,#N/A,#N/A,#N/A,#N/A,23 - MACHINERY,,,"Agricultural tractors, total generally refer to total wheel, crawler or track-laying type tractors and pedestrian tractors used in agriculture. Data are available for numbers in use in the agricultural sector as of 2000. Data on import and export in value and number are also available as of 1961."
2455010,Pedestrian controlled tractors,#N/A,#N/A,#N/A,#N/A,#N/A,23 - MACHINERY,,,"Pedestrian controlled tractors are small tractors equipped with a single driving axle carried on one or two wheels. They are not usually fitted with a seat and the steering is effected by means of two handles. Some types, however, have a one- or two-wheeled rear carriage with a seat for the driver. Data are expressed in numbers in use in the agricultural sector."
2455011,Agricultural tractors,#N/A,#N/A,#N/A,#N/A,#N/A,23 - MACHINERY,,,Agricultural tractors generally refer to wheel and crawler or track-laying type tractors (excluding garden tractors) used in agriculture. Data are expressed in numbers in use in the agricultural sector.
2455012,Track-laying tractors,#N/A,#N/A,#N/A,#N/A,#N/A,23 - MACHINERY,,,Track-laying tractors are tractors which travel on steel or rubber or treads. Data are expressed in numbers in use in the agricultural sector.
2455013,Other Agricultural tractors,#N/A,#N/A,#N/A,#N/A,#N/A,23 - MACHINERY,,,"Other agricultural tractors include all other agricultural tractors that are not pedestrian controlled or track-lying, e.g. 4-wheel, 6-wheel, etc. Data are expressed in numbers in use in the agricultural sector."
2455014,Harvester and threshers (trade),#N/A,#N/A,#N/A,#N/A,#N/A,23 - MACHINERY,,,Harvester and threshers refer to total harvesting and threshing machines as described by the Harmonised Coding System (HS) codes 8433 and 8437.10. Data refer to the value of the trade expressed in 1000 USD
2455015,"Milking, dairy machinery (trade)",#N/A,#N/A,#N/A,#N/A,#N/A,23 - MACHINERY,,,"Milking, dairy machinery refer to total milking and dairy machines as described by the Harmonised Coding System (HS) code 8434. Data refer to the value of the trade expressed in 1000 USD."
2455016,Soil machinery (trade),#N/A,#N/A,#N/A,#N/A,#N/A,23 - MACHINERY,,,Soil machinery refers to total machines described by the Harmonised Coding System (HS) code 8432. Data refer to the value of the trade expressed in 1000 USD.
2455017,Agricultural machinery nes (trade),#N/A,#N/A,#N/A,#N/A,#N/A,23 - MACHINERY,,,Agricultural machinery not else specified (n.e.s.) refer to total Agricultural machines as described by the Harmonised Coding System (HS) codes 8435-8436. Data refer to the value of the trade expressed in 1000 USD
2510,Phosphate rock,#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,Is a natural rock containing one or more calcium phosphate minerals of sufficient purity and quantity as to permit its use directly after grinding or after chemical processing in the manufacture of commercial phosphate fertilizers.
2814,"Ammonia, anhydrous",#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,(NH3) is a material mostly produced by the synthetic process and at standard temperature and pressure is a gas. Fertilizer grade anhydrous ammonia contains about 82% of nitrogen.
283421,Potassium nitrate,#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,KNONH3H2PO4 can be produced from naturally occurring sodium nitrate and potassium chloride and typically contains 13%N and 45% K2O.
3102,Nitrogen Fertilizers (N total nutrients),#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,No definition available.
310210,Urea,#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,"CO(NH2)2, is produced from synthetic ammonia and carbon dioxide (CO2) and contains 46% nitrogen in ammoniac form. Urea may be in granular, prilled or crystalline form."
310221,Ammonium sulphate,#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,"(NH4)2SO4, is produced by reacting ammonia with sulphuric acid (H2SO4). It is produced as fine white granules or crystals and contains not less than 20.6% nitrogen in ammoniac form."
310230,Ammonium nitrate,#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,"(NH4NO3), is produced by neutralizing nitric acid (HNO3) with ammonia (NH3). Ammonium nitrate may be in white or off-white granular or prilled form and coated with a suitable material to prevent absorption of moisture and caking in storage. Pure ammonium nitrate may have a total nitrogen content of about 35%, of which one-half is present as ammoniac nitrogen and the other half as nitrate nitrogen."
310240,Calcium ammonium nitrate,#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,"NH4NO3+CaCO3, is produced from ammonium nitrate and finely pulverized calcium carbonate (CACO3). It contains not less than 20.5% and up to 28% of nitrogen, half of which is in the form of ammoniac nitrogen and the other half in the form of nitrate nitrogen. It is produced as white, off-white or grey granules or prills."
310280,Urea and ammonium nitrate solutions,#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,Are produced from concentrated solutions of urea and ammonium nitrate by chemical or blending processes.
3103,Phosphate Fertilizers (P205 total nutrients),#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,No definition available.
310310,Superphosphate,#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,Superphosphate is a fertilizer produced by the action of concentrated sulfuric acid on powdered phosphate rock.
31031010,Superphosphate above 35%,#N/A,#N/A,#N/A,#N/A,#N/A,22 - PESTICIDES,,,Is produced by the action of sulphuric and phosphoric acids on ground phosphate rock.
31031090,Superphosphate other,#N/A,#N/A,#N/A,#N/A,#N/A,22 - PESTICIDES,,,Is produced by the action of concentrated sulphuric acid on ground phosphate rock.
3104,Potash Fertilizers (K20 total nutrients),#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,No definition available.
310420,Potassium chloride (Muriate of potash),#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,"Is refined from mined, low-grade naturally occurring ores as the mineral sylvite and in combination with sodium chloride as sylvinite. Potassium chloride contains from about 48 to 62 % K20."
310430,Potassium sulphate,#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,Is a white crystalline salt and contains 48 to 52 per cent potash (K20). Potassium sulfate can be extracted from naturally occurring brines or by the decomposition of potassium chloride with sulfuric acid.
310500,Other NP compounds,#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,"Can be produced as the result of a chemical reaction of nitric acid on phosphate rock, with or without added ammonia and/or phosphoric and/or sulfuric acid or between sulfuric acid and ammonia. or by simple mechanical mixing or blending. Other NP compounds may also include some AN grades with small amounts of phosphates."
310510,NPK complex <= 10kg,#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,"Can be produced as the result of a chemical reaction of nitric acid on phosphate rock - the nitrophosphate route, with or without added ammonia and/or phosphoric and/or sulfuric acid or between sulfuric acid and ammonia - the ammoniation route."
310520,NPK complex >10kg,#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,"Can be produced as the result of a chemical reaction of nitric acid on phosphate rock - the nitrophosphate route, with or without added ammonia and/or phosphoric and/or sulfuric acid or between sulfuric acid and ammonia - the ammoniation route."
310530,Diammonium phosphate (DAP),#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,"(NH4)2HPO4, is produced by evaporating a solution of phosphoric acid with excess of ammonia."
310540,Monoammonium phosphate (MAP),#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,"NH4H2PO4, is formed when a solution of phosphoric acid is added to ammonia until the solution is distinctly acid."
310551,Other nitrogen & phosphates compounds,#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,"Can be produced as the result of a chemical reaction of nitric acid on phosphate rock, with or without added ammonia and/or phosphoric and/or sulfuric acid or between sulfuric acid and ammonia. or by simple mechanical mixing or blending. Other NP compound may also include some AN grades with small amounts of phosphates."
310559,Other nitrogen & phosphorus compounds,#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,"Can be produced as the result of a chemical reaction of nitric acid on phosphate rock, with or without added ammonia and/or phosphoric and/or sulfuric acid or between sulfuric acid and ammonia. or by simple mechanical mixing or blending. Other NP compound may also include some AN grades with small amounts of phosphates."
310560,PK compounds,#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,These comprise mixtures of superphosphate or basic slag or ground phosphate rock with straight potash products. PK compounds produced as a result of a chemical reaction are not produced for fertilizer usage.
310610,NPK complex,#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,"Can be produced as the result of a chemical reaction of nitric acid on phosphate rock - the nitrophosphate route, with or without added ammonia and/or phosphoric and/or sulfuric acid or between sulfuric acid and ammonia - the ammoniation route."
310620,NPK blends,#N/A,#N/A,#N/A,#N/A,#N/A,22 - FERTILIZERS,,,Consist of two or more intermediate granular fertilizer materials of matching physical characteristics blended together.
9999,test,#N/A,#N/A,#N/A,#N/A,#N/A,#NAME?,,,Test
